"URL","Cena","Cena za m²","Adres","Powierzchnia (m²)","Liczba pokoi","Ogrzewanie","Rynek","Typ ogłoszeniodawcy","Rodzaj zabudowy","Rok budowy","Okna","Materiał budynku"
"https://www.otodom.pl/pl/oferta/nowoczesny-dom-wysoki-standard-ID4tW5k","1 600 000 zł","10 000 zł/m²","Aleksandrów Łódzki, Aleksandrów Łódzki, zgierski, łódzkie","160m²","5 pokoi","gazowe","wtórny","biuro nieruchomości","wolnostojący","2014","plastikowe","Brak danych"
"https://www.otodom.pl/pl/oferta/unikalny-dom-parterowy-15-minut-od-galerii-mokotow-ID4udkm","2 600 000 zł","14 525 zł/m²","Złotokłos, Piaseczno, piaseczyński, mazowieckie","179m²","5 pokoi","gazowe","wtórny","biuro nieruchomości","wolnostojący","2022","Brak danych","inny"
"https://www.otodom.pl/pl/oferta/wyjatkowy-dom-wielorodzinny-w-malowniczej-wiosce-ID4uTCH","549 000 zł","943 zł/m²","Kryg, Lipinki, gorlicki, małopolskie","582.34m²","10 pokoi","gazowe","wtórny","biuro nieruchomości","wolnostojący","1940","drewniane","drewno"
"https://www.otodom.pl/pl/oferta/wyjatkowa-elewacja-domy-w-stylu-bawarskim-ID4oCgZ","770 000 zł","8 556 zł/m²","Dawidy, Raszyn, pruszkowski, mazowieckie","90m²","4 pokoje","pompa ciepła","pierwotny","prywatny","brak informacji","2025","plastikowe","Brak danych"
"https://www.otodom.pl/pl/oferta/willa-do-sprzedania-super-lokalizacja-ID4mdaX","4 750 000 zł","12 117 zł/m²","ul. Sądelska, Murzasichle, Poronin, tatrzański, małopolskie","392m²","10+ pokoi","kominkowe
olejowe","pierwotny","prywatny","wolnostojący","2003","drewniane","cegła"
"https://www.otodom.pl/pl/oferta/komfortowy-dom-w-malowniczym-polozeniu-ID4weqr","799 000 zł","5 155 zł/m²","Białołęka, Pęcław, głogowski, dolnośląskie","155m²","5 pokoi","brak informacji","wtórny","biuro nieruchomości","wolnostojący","2006","plastikowe","cegła"
"https://www.otodom.pl/pl/oferta/dom-w-okolicy-lasu-ID4sAyI","270 000 zł","1 796 zł/m²","Jaźwiny, Trzebnica, trzebnicki, dolnośląskie","150.35m²","4 pokoje","brak informacji","pierwotny","biuro nieruchomości","wolnostojący","2024","brak","pustak"
"https://www.otodom.pl/pl/oferta/segment-w-markach-wysoki-standard-okazja-ID4uhLE","1 499 900 zł","11 682 zł/m²","ul. Inżynierów, Marki, wołomiński, mazowieckie","128.39m²","6 pokoi","brak informacji","wtórny","biuro nieruchomości","szeregowiec","2021","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/dom-hucisko-jawornickie-160-m2-25-5-ar-ID4sP3o","370 000 zł","2 313 zł/m²","Hucisko Jawornickie, Jawornik Polski, przeworski, podkarpackie","160m²","4 pokoje","węglowe","wtórny","biuro nieruchomości","wolnostojący","1960","drewniane","pustak"
"https://www.otodom.pl/pl/oferta/sprzedam-dom-z-dzialka-ID4wee5","210 000 zł","2 625 zł/m²","ul. Strzelecka, Rostarzewo, Rakoniewice, grodziski, wielkopolskie","80m²","4 pokoje","brak informacji","wtórny","prywatny","brak informacji","Brak danych","Brak danych","inny"
"https://www.otodom.pl/pl/oferta/atrakcyjny-dom-w-rzeszowie-ID4weRb","999 000 zł","4 995 zł/m²","Śródmieście, Rzeszów, podkarpackie","200m²","5 pokoi","gazowe","wtórny","biuro nieruchomości","wolnostojący","1975","drewniane","pustak"
"https://www.otodom.pl/pl/oferta/kokanin-nowa-cena-5-pokoi-po-remoncie-ID4t2ul","605 000 zł","5 500 zł/m²","Kolonia Kokanin, Żelazków, kaliski, wielkopolskie","110m²","5 pokoi","gazowe","wtórny","biuro nieruchomości","wolnostojący","1974","Brak danych","cegła"
"https://www.otodom.pl/pl/oferta/dom-ostrowy-bardzo-ladna-okolica-osiedle-domkow-ID4uWjK","490 000 zł","2 227 zł/m²","Ostrowy, Nowe Ostrowy, kutnowski, łódzkie","220m²","8 pokoi","węglowe","wtórny","prywatny","wolnostojący","2000","plastikowe","Brak danych"
"https://www.otodom.pl/pl/oferta/piekny-dom-w-pepowie-ID4wf8t","869 000 zł","12 668 zł/m²","Szymanowskiego, Pępowo, Żukowo, kartuski, pomorskie","68.6m²","4 pokoje","brak informacji","wtórny","biuro nieruchomości","szeregowiec","Brak danych","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/jasionow-dom-z-zabudowa-gospodarcza-i-duza-dzialka-ID4u2xd","280 000 zł","3 500 zł/m²","Jasionów, Haczów, brzozowski, podkarpackie","80m²","3 pokoje","węglowe
gazowe
piece kaflowe","wtórny","prywatny","wolnostojący","Brak danych","Brak danych","pustak"
"https://www.otodom.pl/pl/oferta/dom-124-28-m-czestochowa-ID4wft6","699 000 zł","5 624 zł/m²","Nowa Wieś, Poczesna, częstochowski, śląskie","124.28m²","4 pokoje","brak informacji","pierwotny","biuro nieruchomości","szeregowiec","2025","brak","Brak danych"
"https://www.otodom.pl/pl/oferta/duzy-nowy-dom-na-krzykach-oltaszyn-wysoki-standard-ID4ut4q","1 380 000 zł","8 571 zł/m²","ul. Brylantowa, Ołtaszyn, Krzyki, Wrocław, dolnośląskie","161m²","6 pokoi","pompa ciepła","pierwotny","biuro nieruchomości","bliźniak","2025","plastikowe","cegła"
"https://www.otodom.pl/pl/oferta/wyjatkowy-dom-z-boiskiem-jacuzzi-i-sauna-ID4wcDl","2 299 000 zł","8 211 zł/m²","Mogilany, Mogilany, krakowski, małopolskie","280m²","6 pokoi","kominkowe
gazowe","wtórny","biuro nieruchomości","wolnostojący","2013","plastikowe","cegła"
"https://www.otodom.pl/pl/oferta/dom-wolnostojacy-nadarzyn-dzialka-900-m-ID4ucHb","1 399 000 zł","2 867 zł/m²","Nadarzyn, Nadarzyn, pruszkowski, mazowieckie","488m²","8 pokoi","gazowe","wtórny","biuro nieruchomości","wolnostojący","1997","drewniane","cegła"
"https://www.otodom.pl/pl/oferta/wygodny-dom-bardzo-dobra-cena-ID4eCjH","610 000 zł","4 535 zł/m²","ul. Stefana Żeromskiego, Ostrołęka, mazowieckie","134.52m²","4 pokoje","gazowe","pierwotny","biuro nieruchomości","szeregowiec","2024","plastikowe","beton komórkowy"
"https://www.otodom.pl/pl/oferta/dom-typu-blizniak-z-duza-dzialka-3060-m-ID4wdJH","379 000 zł","3 158 zł/m²","Wójcin, Jeziora Wielkie, mogileński, kujawsko-pomorskie","120m²","3 pokoje","brak informacji","wtórny","biuro nieruchomości","bliźniak","1900","Brak danych","cegła"
"https://www.otodom.pl/pl/oferta/gotowy-do-wprowadzenia-750-m-do-pkp-ID4w6LA","2 199 000 zł","19 991 zł/m²","Radość, Wawer, Warszawa, mazowieckie","110m²","4 pokoje","gazowe","wtórny","biuro nieruchomości","bliźniak","Brak danych","drewniane","cegła"
"https://www.otodom.pl/pl/oferta/dom-w-lochowie-stan-deweloperski-ID4tAog","795 000 zł","5 589 zł/m²","ul. Stawowa, Łochów, Łochów, węgrowski, mazowieckie","142.25m²","4 pokoje","brak informacji","pierwotny","prywatny","wolnostojący","2023","plastikowe","pustak"
"https://www.otodom.pl/pl/oferta/sprzedam-dom-w-zielistkachgt-ID4uUZB","390 000 zł","3 545 zł/m²","os.Dębowe, Zblewo, Zblewo, starogardzki, pomorskie","110m²","5 pokoi","pompa ciepła","pierwotny","prywatny","wolnostojący","2024","brak","pustak"
"https://www.otodom.pl/pl/oferta/dom-wolnostojacy-na-sprzedaz-bytkow-ul-watoly-ID4w57Y","3 499 000 zł","13 458 zł/m²","ul. Marcina Watoły, Bytków, Siemianowice Śląskie, śląskie","260m²","6 pokoi","kominkowe
gazowe","wtórny","prywatny","wolnostojący","1997","plastikowe","Brak danych"
"https://www.otodom.pl/pl/oferta/nowoczesny-dom-w-stanie-deweloperskim-lacha-120m2-ID4wfsn","934 000 zł","7 783 zł/m²","Łacha, Serock, legionowski, mazowieckie","120m²","4 pokoje","gazowe
pompa ciepła","pierwotny","prywatny","bliźniak","2025","plastikowe","pustak"
"https://www.otodom.pl/pl/oferta/energooszczedny-dom-w-otulinie-kampinosu-ID4thPw","3 250 000 zł","9 848 zł/m²","Borzęcin Duży, Stare Babice, warszawski zachodni, mazowieckie","330m²","6 pokoi","pompa ciepła
kominkowe","wtórny","biuro nieruchomości","wolnostojący","2008","drewniane","inny"
"https://www.otodom.pl/pl/oferta/sprzedaz-domu-w-zabudowie-blizniaczej-walidrogi-ID4wfhg","738 000 zł","6 709 zł/m²","ul. Brzozowa, Walidrogi, Tarnów Opolski, opolski, opolskie","110m²","4 pokoje","gazowe","wtórny","biuro nieruchomości","bliźniak","2024","plastikowe","inny"
"https://www.otodom.pl/pl/oferta/budynek-wielorodzinny-850-m2-20-mieszkan-pusty-ID4uW3U","1 620 000 zł","1 906 zł/m²","Ligota Łabędzka, Rudziniec, gliwicki, śląskie","850m²","10+ pokoi","brak informacji","wtórny","prywatny","kamienica","Brak danych","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/skrajny-szereg-cicha-okolica-wyposarzone-nowe-ID4wbKU","935 000 zł","11 030 zł/m²","Pracze Odrzańskie, Fabryczna, Wrocław, dolnośląskie","84.77m²","4 pokoje","gazowe","wtórny","biuro nieruchomości","szeregowiec","2023","plastikowe","pustak"
"https://www.otodom.pl/pl/oferta/dom-wolnostojacy-wola-zglobienska-pod-rzeszowem-ID4weZS","999 999 zł","8 850 zł/m²","Wola Zgłobieńska, Boguchwała, rzeszowski, podkarpackie","113m²","4 pokoje","kominkowe","wtórny","biuro nieruchomości","wolnostojący","2011","plastikowe","inny"
"https://www.otodom.pl/pl/oferta/nowoczesny-dom-z-duza-dzialka-w-wymarzonym-miejscu-ID4tAIx","650 000 zł","5 039 zł/m²","ul. Na Grabówki, Suszec, Suszec, pszczyński, śląskie","129m²","3 pokoje","pompa ciepła","pierwotny","prywatny","wolnostojący","2023","plastikowe","cegła"
"https://www.otodom.pl/pl/oferta/nowoczesna-parterowka-w-lipinie-gm-radwanice-ID4weEf","520 000 zł","4 514 zł/m²","Lipin, Radwanice, polkowicki, dolnośląskie","115.19m²","4 pokoje","brak informacji","pierwotny","biuro nieruchomości","wolnostojący","Brak danych","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/dom-z-marzen-ID4uW79","798 000 zł","3 627 zł/m²","ul. Nowa, Urszulin, Urszulin, włodawski, lubelskie","220m²","6 pokoi","kominkowe
pompa ciepła","wtórny","prywatny","wolnostojący","2000","drewniane","pustak"
"https://www.otodom.pl/pl/oferta/ekskluzywny-dom-na-os-kwiatowym-w-myszkowie-ID4pEr3","950 000 zł","4 419 zł/m²","Myszków, myszkowski, śląskie","215m²","8 pokoi","węglowe","wtórny","prywatny","wolnostojący","Brak danych","plastikowe","pustak"
"https://www.otodom.pl/pl/oferta/zgrabniutki-wykonczony-wyposazony-wolnostojacy-ID4uOsb","1 240 000 zł","7 045 zł/m²","Włosań, Mogilany, krakowski, małopolskie","176m²","5 pokoi","gazowe","wtórny","biuro nieruchomości","wolnostojący","2021","plastikowe","cegła"
"https://www.otodom.pl/pl/oferta/dom-210m2-z-duza-dzialka-dziekanowice-g-zielonki-ID4uij4","2 350 000 zł","11 190 zł/m²","Dziekanowice, Zielonki, krakowski, małopolskie","210m²","4 pokoje","gazowe","wtórny","prywatny","wolnostojący","2004","drewniane","pustak"
"https://www.otodom.pl/pl/oferta/dom-parterowy-w-lesnej-okolicy-ID4qOEb","499 000 zł","4 657 zł/m²","Przyborów, Władysławów, turecki, wielkopolskie","107.16m²","4 pokoje","brak informacji","pierwotny","biuro nieruchomości","wolnostojący","2024","Brak danych","pustak"
"https://www.otodom.pl/pl/oferta/dom-z-pieknym-ogrodem-pod-lasem-cieszyn-hazlach-ID4wf15","1 190 000 zł","6 688 zł/m²","Hażlach, Hażlach, cieszyński, śląskie","177.93m²","6 pokoi","kominkowe
gazowe","wtórny","biuro nieruchomości","wolnostojący","2000","drewniane","inny"
"https://www.otodom.pl/pl/oferta/dom-w-miejscowosci-wypoczynkowej-ID4tS1S","630 000 zł","6 321 zł/m²","Grabówko, Nowa Karczma, kościerski, pomorskie","99.66m²","5 pokoi","brak informacji","pierwotny","biuro nieruchomości","wolnostojący","2024","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/idealny-dom-skotniki-k-zgierza-ID4w8H3","1 249 000 zł","9 913 zł/m²","Skotniki, Zgierz, zgierski, łódzkie","126m²","4 pokoje","gazowe","wtórny","biuro nieruchomości","wolnostojący","2024","plastikowe","silikat"
"https://www.otodom.pl/pl/oferta/debica-latoszyn-piekny-dom-na-duzej-dzialce-ID4rTNf","1 090 000 zł","4 360 zł/m²","Latoszyn, Dębica, dębicki, podkarpackie","250m²","8 pokoi","kominkowe","wtórny","biuro nieruchomości","wolnostojący","Brak danych","aluminiowe","Brak danych"
"https://www.otodom.pl/pl/oferta/dom-na-oporowie-miasto-ogrod-gotowy-do-remontu-ID4qPT0","1 650 000 zł","17 188 zł/m²","ul. Harcerska, Oporów, Fabryczna, Wrocław, dolnośląskie","96m²","4 pokoje","kominkowe
gazowe","wtórny","prywatny","bliźniak","Brak danych","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/nowoczesny-dom-przy-kampinosie-200-m2-5-pokoi-ID4wbuf","2 350 000 zł","10 682 zł/m²","Pieńków, Czosnów, nowodworski, mazowieckie","220m²","5 pokoi","gazowe
kominkowe","wtórny","biuro nieruchomości","wolnostojący","2022","aluminiowe","inny"
"https://www.otodom.pl/pl/oferta/pod-orlem-dom-4-pokojowy-c2-ID4waQC","Brak danych","Brak danych","ul. Sportowa, Bębło, Wielka Wieś, krakowski, małopolskie","65.31m²","4 pokoje","brak informacji","pierwotny","deweloper","bliźniak","2025","plastikowe","Brak danych"
"https://www.otodom.pl/pl/oferta/dom-jednorodzinny-ID4tQ7D","498 000 zł","5 226 zł/m²","Śródmieście, Rzeszów, podkarpackie","95.3m²","4 pokoje","brak informacji","wtórny","biuro nieruchomości","wolnostojący","2017","plastikowe","pustak"
"https://www.otodom.pl/pl/oferta/nietuzinkowy-blizniak-ze-sciana-lasu-biale-blota-ID4tFDr","899 000 zł","7 369 zł/m²","Białe Błota, Białe Błota, bydgoski, kujawsko-pomorskie","122m²","5 pokoi","olejowe","wtórny","biuro nieruchomości","bliźniak","1990","plastikowe","Brak danych"
"https://www.otodom.pl/pl/oferta/skrajny-szereg-dzialka-661m2-biale-sady-ID4uqCZ","998 000 zł","3 316 zł/m²","ul. Janowska, Legnica, dolnośląskie","301m²","8 pokoi","brak informacji","wtórny","biuro nieruchomości","szeregowiec","1997","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/klimatyczny-dom-wolnostojacy-w-wawrze-ID4t71p","1 450 000 zł","13 182 zł/m²","Międzylesie, Wawer, Warszawa, mazowieckie","110m²","4 pokoje","brak informacji","wtórny","biuro nieruchomości","wolnostojący","1934","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/bytkow-dom-wolnostojacy-ID4uOtu","599 000 zł","5 406 zł/m²","Bytków, Siemianowice Śląskie, śląskie","110.8m²","4 pokoje","biomasa","wtórny","biuro nieruchomości","wolnostojący","1966","plastikowe","beton"
"https://www.otodom.pl/pl/oferta/bezposrednio-dom-na-sprzedaz-otwock-ul-przewoska-ID4wfo9","1 450 000 zł","9 391 zł/m²","ul. Przewoska, Otwock, otwocki, mazowieckie","154.4m²","5 pokoi","kominkowe
pompa ciepła","wtórny","prywatny","bliźniak","1992","plastikowe","cegła"
"https://www.otodom.pl/pl/oferta/dom-wielorodzinny-skala-pod-krk-wysoki-standard-ID4weKU","1 249 000 zł","5 279 zł/m²","ul. Mleczna, Skała, Skała, krakowski, małopolskie","236.6m²","6 pokoi","gazowe","wtórny","biuro nieruchomości","wolnostojący","2007","plastikowe","Brak danych"
"https://www.otodom.pl/pl/oferta/nowoczesny-budynek-z-plaskim-dachem-ID4tLx3","1 699 000 zł","9 037 zł/m²","ul. Piotra Michałowskiego, Podlesie, Katowice, śląskie","188m²","5 pokoi","gazowe","pierwotny","biuro nieruchomości","wolnostojący","2025","Brak danych","pustak"
"https://www.otodom.pl/pl/oferta/okazja-inwestycyjna-dom-w-niepolomicach-dz-8ar-ID4ufMm","820 000 zł","7 257 zł/m²","Niepołomice, Niepołomice, wielicki, małopolskie","113m²","6 pokoi","brak informacji","wtórny","biuro nieruchomości","wolnostojący","1982","Brak danych","pustak"
"https://www.otodom.pl/pl/oferta/5-pokojowy-dom-92m2-ogrodek-bez-prowizji-ID4weTY","1 260 000 zł","13 604 zł/m²","ul. Kajetańska, Czechowice, Ursus, Warszawa, mazowieckie","92.62m²","5 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2025","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/4-pokojowy-dom-163m2-ogrodek-bezposrednio-ID4uawx","Brak danych","Brak danych","ul. Zofii Nałkowskiej, Granica, Michałowice, pruszkowski, mazowieckie","163.32m²","4 pokoje","brak informacji","pierwotny","deweloper","brak informacji","2025","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/kameralne-osiedle-12-domow-5-pok-dom-31d-ID4uauT","Brak danych","Brak danych","ul. Żywiczna, Henryków, Białołęka, Warszawa, mazowieckie","152.58m²","5 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2026","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/marina-ryn-park-mazury-linia-brzegowa-ID4me7q","799 000 zł","8 537 zł/m²","Rybical, Ryn, giżycki, warmińsko-mazurskie","93.59m²","5 pokoi","kominkowe
gazowe
kolektor słoneczny","pierwotny","prywatny","bliźniak","2024","aluminiowe","silikat"
"https://www.otodom.pl/pl/oferta/blizniaki-dwulokalowe-tulce-tylko-5km-od-poznania-ID4s5x4","699 000 zł","5 889 zł/m²","Platynowa, Tulce, Kleszczewo, poznański, wielkopolskie","118.7m²","4 pokoje","gazowe","pierwotny","biuro nieruchomości","bliźniak","2024","plastikowe","cegła"
"https://www.otodom.pl/pl/oferta/dom-180-m2-lublin-choiny-skrajny-segment-ID4pZMD","1 370 000 zł","7 611 zł/m²","ul. Sądecka, Czechów Północny, Lublin, lubelskie","180m²","7 pokoi","kominkowe
gazowe","wtórny","prywatny","szeregowiec","1992","plastikowe","cegła"
"https://www.otodom.pl/pl/oferta/dom-idealny-dla-rodziny-z-miejscem-na-dzialalnosc-ID4w8WV","799 000 zł","3 995 zł/m²","Malbork, malborski, pomorskie","200m²","6 pokoi","kominkowe
gazowe","wtórny","biuro nieruchomości","szeregowiec","1993","plastikowe","pustak"
